,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch
2081,982,524,5,5,126,665,1,2,3,1,4,0,23,2,2,0,5,6,4,97,52,1,0,12,13,2,0,2,2,2,4,3,1,6,478,1,0,199,318,1,4,1,3,514,367,0,1,0,2,1,3,1,3,6,6,2,1,83,2,2,199,3,3,2,0,116,0,0,0
2082,435,375,0,5,54,921,1,3,3,1,4,0,17,2,2,0,2,5,4,77,24,3,0,6,6,1,128,1,2,1,4,3,1,1,0,1,0,815,418,1,2,1,3,613,0,0,0,0,2,0,3,1,2,5,6,1,1,63,2,2,213,3,3,2,0,0,0,0,0
2083,872,404,4,5,126,1450,1,3,3,1,4,0,22,2,2,0,0,4,4,61,8,1,0,8,8,2,0,2,3,1,3,3,1,5,23,4,144,467,406,1,4,1,3,537,203,0,1,0,2,0,4,1,3,6,6,1,1,47,1,2,187,3,3,2,0,0,0,0,0
2084,688,402,8,5,69,911,1,2,3,1,4,0,15,2,2,0,7,6,4,66,49,1,0,9,9,1,269,1,2,1,3,3,3,3,124,5,159,0,150,1,2,1,3,349,170,0,0,1,2,0,4,1,2,4,6,2,3,52,1,1,55,3,3,2,331,36,0,0,50
2085,172,85,4,5,30,257,1,3,3,1,4,0,22,1,2,0,0,4,7,1,46,1,0,12,13,2,0,1,3,1,3,3,1,1,0,1,0,641,187,1,3,0,3,129,13,0,0,0,1,0,2,1,2,4,6,0,6,100,0,0,0,0,0,0,0,0,98,0,0
2086,533,153,0,5,126,1713,1,2,2,0,2,0,8,1,2,0,2,5,1,55,2,3,0,3,3,2,0,1,2,1,3,3,1,1,0,1,0,1016,828,1,2,1,0,699,0,0,0,0,1,0,3,1,2,5,4,2,1,41,1,2,229,3,3,2,0,0,80,0,0
2087,196,98,0,5,36,342,1,3,3,1,4,0,15,2,2,0,2,4,4,53,0,3,0,8,8,2,0,1,2,1,0,0,0,0,0,0,0,0,0,1,3,1,3,361,0,0,0,0,1,0,3,1,2,5,5,0,5,39,1,2,161,3,3,2,0,18,0,0,0
2088,1203,858,5,5,90,1622,1,2,3,1,4,0,18,2,2,0,5,8,4,96,44,3,0,8,8,1,389,2,3,2,5,3,4,3,161,6,260,23,871,1,4,1,3,946,577,0,1,0,3,1,4,1,4,9,6,1,1,82,2,3,539,3,3,2,370,74,0,0,74
2089,842,538,5,5,126,1141,1,3,3,1,0,0,5,2,2,0,5,6,4,104,51,1,0,12,13,2,0,2,2,2,4,3,1,1,0,1,0,755,315,1,4,1,3,265,393,0,0,0,2,1,3,1,3,4,6,0,1,90,2,2,329,3,3,2,205,33,0,0,0
2090,233,309,0,5,36,1327,1,3,3,1,4,0,23,5,2,0,2,4,4,106,54,1,0,12,13,1,88,2,2,2,4,3,1,6,506,1,0,302,444,1,4,1,3,403,0,0,1,0,1,0,3,1,3,4,6,0,5,93,1,2,301,3,3,2,0,0,0,0,0
2091,1002,581,5,5,64,1491,1,3,3,1,0,0,15,2,2,0,5,6,5,69,16,1,0,8,8,1,240,1,2,1,3,3,1,3,283,1,0,403,298,1,4,1,3,509,403,0,0,0,2,1,4,1,3,6,6,2,1,55,3,2,222,3,3,2,66,56,0,0,0
2092,216,290,14,6,11,92,1,3,3,1,4,0,7,2,2,4,7,4,4,108,55,1,0,12,13,1,49,1,2,2,4,3,4,6,360,1,0,0,66,1,3,1,3,383,0,0,1,0,1,0,2,1,2,3,6,0,2,94,3,2,256,3,3,2,0,19,0,0,0
2093,488,418,0,5,63,1102,1,2,3,1,0,0,15,2,2,0,2,5,7,61,52,3,0,8,8,2,0,3,2,1,4,3,1,5,346,4,137,191,517,1,4,1,3,658,0,0,1,0,1,0,3,1,2,4,5,1,1,79,1,2,323,3,3,2,0,41,0,0,64
2094,345,108,0,5,36,342,1,3,3,1,4,0,15,2,2,0,2,4,2,53,0,1,0,14,15,2,0,1,2,1,3,3,1,2,271,1,0,362,257,1,1,1,0,526,0,0,0,0,1,1,3,1,2,4,4,1,1,39,1,1,115,3,3,2,0,149,0,0,0
2095,546,239,0,5,56,1264,1,3,3,1,4,0,7,2,2,0,2,4,5,55,52,1,0,13,14,1,177,1,2,3,0,0,0,0,0,0,0,0,0,1,3,1,3,708,0,0,0,0,1,0,3,1,2,5,6,1,1,91,2,2,294,3,3,2,0,164,12,0,104
2096,395,377,4,5,46,306,1,3,3,1,4,0,22,2,2,0,0,6,7,45,48,1,0,13,14,2,0,1,2,0,3,3,1,5,136,1,0,352,123,1,4,1,0,142,95,0,0,0,1,1,2,1,3,4,6,2,1,30,1,1,24,3,3,2,0,0,0,0,27
2097,925,468,5,5,50,821,1,3,3,1,4,1,14,2,2,0,5,6,4,96,44,1,0,6,6,1,60,1,2,2,4,3,3,2,527,1,0,184,360,1,4,1,3,314,434,0,0,0,2,1,3,1,2,7,6,1,1,82,3,3,364,3,3,2,144,38,0,0,0
2098,189,187,4,6,28,247,1,3,3,1,4,0,3,2,2,0,0,4,6,41,30,1,0,12,13,2,0,1,2,1,3,2,1,3,149,1,0,198,57,1,3,1,3,24,85,0,0,0,1,0,2,1,2,3,6,0,5,68,3,2,344,3,3,1,248,0,9,0,0
2099,211,329,0,5,126,1149,1,2,3,1,4,0,22,2,2,0,2,4,5,70,17,3,0,6,6,1,238,1,2,1,3,3,3,5,546,1,0,228,418,1,2,1,3,377,0,0,0,1,1,0,3,1,2,4,6,1,1,56,1,2,259,3,3,2,254,38,0,0,0
2100,140,116,0,6,28,605,1,3,3,1,4,0,20,2,2,0,2,3,5,59,6,1,0,8,8,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,3,1,3,289,0,0,0,0,1,0,2,1,2,3,6,0,1,45,1,1,98,2,3,2,0,0,0,0,0
2101,539,551,0,5,46,521,1,3,3,1,4,0,15,2,2,0,2,6,4,106,59,1,0,12,13,1,334,2,2,2,4,3,1,6,792,1,0,234,730,1,4,1,3,703,0,0,1,0,2,0,3,1,3,5,6,0,1,92,2,2,340,3,3,2,202,62,0,0,0
2102,679,443,5,5,48,345,1,2,3,1,1,0,5,2,2,0,5,6,4,106,53,1,0,12,13,2,0,2,2,2,4,3,1,1,0,1,0,656,201,1,4,1,3,142,331,0,0,0,2,1,3,1,3,4,6,0,1,92,2,2,317,3,3,2,0,35,0,0,0
2103,624,476,5,5,126,1651,1,2,3,1,2,0,17,2,2,0,5,5,4,79,26,1,0,6,6,1,82,1,2,2,4,3,2,6,492,1,0,48,199,1,2,1,3,136,287,0,1,0,2,1,3,1,2,4,6,1,1,65,3,2,291,3,3,2,248,98,0,0,0
2104,659,611,11,5,15,197,1,2,3,1,4,0,25,2,2,4,2,7,4,98,46,1,0,5,5,2,0,2,2,2,4,3,1,6,788,1,0,346,805,1,4,1,3,805,0,0,1,0,2,0,2,1,3,3,6,1,1,84,2,2,329,3,3,2,189,134,0,0,0
2105,777,337,6,6,33,497,1,3,3,1,4,0,20,2,2,0,5,5,5,21,0,1,0,8,8,2,0,1,2,2,3,3,1,1,0,1,0,807,402,1,3,1,0,361,244,0,0,0,2,0,3,1,2,6,6,0,5,20,1,2,301,2,2,2,0,0,83,0,0
2106,1147,476,10,5,126,1653,1,2,3,1,4,0,22,1,5,2,0,4,4,80,27,5,0,9,9,2,1,1,2,1,4,3,1,6,322,3,74,545,647,1,4,1,3,620,533,0,0,0,2,2,4,2,2,10,6,1,3,66,2,2,322,3,3,0,110,15,81,0,0
2107,691,593,0,5,126,504,1,3,3,1,4,0,5,2,2,0,2,6,4,105,52,1,0,12,13,3,230,2,2,2,4,3,1,6,688,1,0,558,835,1,4,1,3,831,0,0,1,0,2,0,3,1,3,4,6,0,1,91,1,3,519,3,3,2,0,122,0,0,0
2108,746,512,5,5,46,574,1,2,3,1,4,0,23,2,2,0,5,5,4,97,44,1,0,6,6,1,70,2,3,2,4,4,1,6,576,1,0,73,302,1,4,1,3,258,288,0,0,1,2,1,3,1,3,5,6,0,1,83,2,2,206,3,3,2,242,75,0,0,0
2109,496,224,4,6,28,247,1,3,3,1,4,0,3,2,2,0,0,4,6,36,42,1,0,13,14,2,0,1,2,0,3,3,1,1,0,1,0,765,333,1,4,1,3,331,52,0,0,0,1,0,3,1,2,4,6,1,5,20,1,1,28,2,3,2,128,0,47,0,0
2110,611,512,0,5,126,1705,1,2,3,1,1,0,6,2,2,0,2,5,3,63,10,1,0,13,8,1,301,1,1,1,3,4,2,2,356,3,246,0,779,1,2,1,3,765,0,0,0,0,1,1,3,1,2,4,6,3,1,49,2,2,305,3,3,2,0,64,167,0,0
2111,683,384,0,5,56,816,1,3,3,1,4,0,15,2,2,0,2,5,4,56,3,3,0,6,6,3,183,1,2,1,3,3,1,6,830,1,0,89,688,1,2,1,3,825,0,0,1,0,1,0,3,1,2,5,6,2,1,42,3,2,160,3,3,2,69,0,0,0,0
2112,241,337,0,5,56,894,1,3,3,1,4,0,17,2,2,0,2,5,5,77,24,1,0,6,9,1,130,1,2,1,3,3,1,5,525,1,0,287,451,1,2,1,3,412,0,0,0,0,2,0,3,1,2,4,6,0,1,63,1,2,198,3,3,2,238,72,0,0,0
2113,617,496,0,5,126,864,1,2,3,1,4,1,14,2,2,0,2,5,4,80,27,1,0,9,7,2,0,1,2,2,3,3,4,5,894,1,0,0,785,1,2,1,3,771,0,0,1,0,2,0,2,1,3,3,6,2,1,66,2,2,406,3,3,2,212,23,0,0,0
2114,897,290,10,4,58,334,1,2,1,1,4,0,6,2,2,2,5,5,5,49,0,1,0,8,8,1,301,1,2,1,4,3,1,3,310,1,0,416,345,1,2,0,1,299,420,0,0,0,2,0,4,2,2,6,6,0,1,35,1,2,226,3,3,2,0,0,0,0,0
2115,1028,164,7,5,36,245,1,3,2,1,4,0,21,2,2,0,3,3,4,18,0,1,0,13,14,2,0,2,2,2,3,2,1,1,0,1,0,653,198,1,2,0,3,275,296,23,1,0,1,0,5,1,2,8,6,0,5,86,1,1,179,3,4,2,0,163,0,0,0
2116,964,534,7,5,126,439,1,2,2,1,0,0,3,2,2,0,4,6,6,28,55,1,0,13,14,2,0,1,2,0,4,3,1,4,303,1,0,530,456,1,2,0,0,462,380,0,0,0,1,1,3,1,3,6,6,1,5,18,1,1,85,3,3,2,0,0,28,0,0
2117,182,192,1,5,31,535,1,3,3,1,4,0,7,2,2,0,2,4,6,40,0,1,0,13,14,2,0,1,2,3,0,0,0,0,0,0,0,0,0,1,2,0,3,346,0,0,0,0,1,0,2,1,2,4,6,1,5,29,1,1,43,3,3,2,0,0,64,0,0
2118,427,639,0,5,49,1621,1,1,3,1,1,1,5,2,2,0,2,7,4,102,50,1,0,12,13,1,114,2,2,2,4,3,4,6,641,1,0,356,633,1,4,1,3,607,0,0,1,0,1,1,1,1,3,3,6,1,1,88,2,2,217,3,3,2,192,72,0,0,0
2119,779,556,5,5,126,1405,1,2,3,1,0,0,5,4,2,0,5,5,4,100,47,1,0,12,13,1,90,1,2,2,4,3,1,6,472,1,0,128,257,1,4,1,3,201,375,0,1,0,2,1,3,1,3,4,6,0,1,86,2,2,322,3,3,2,0,84,0,0,0
2120,158,217,15,5,51,1137,1,3,3,1,4,0,22,2,2,1,6,4,4,66,13,1,0,6,6,2,0,1,2,1,4,3,3,5,649,1,0,0,299,1,2,1,3,317,0,0,1,0,1,0,3,1,2,4,6,0,5,52,1,1,79,3,3,2,19,154,0,0,0
2121,107,209,0,5,126,438,1,2,3,1,4,0,22,5,2,0,2,4,7,66,45,1,0,9,9,2,0,2,3,1,3,3,1,5,422,1,0,230,288,1,4,1,3,237,0,0,1,0,1,0,3,1,3,4,6,0,1,52,2,1,72,3,3,2,0,0,0,0,0
2122,472,554,0,5,56,894,1,3,3,1,4,0,14,2,2,0,2,4,4,105,52,1,0,12,13,1,121,2,2,2,4,3,1,6,390,1,0,698,707,1,4,1,3,646,0,0,0,0,2,0,3,1,3,4,6,1,1,91,3,3,364,3,3,2,122,39,0,0,0
2123,482,406,11,5,24,79,1,3,3,1,4,0,19,2,2,4,2,6,4,106,53,1,0,12,13,3,118,2,2,2,4,3,1,1,0,1,0,948,681,1,4,1,3,653,0,0,0,0,2,0,2,1,3,4,6,1,1,92,2,2,213,3,3,2,104,27,0,0,0
2124,520,295,13,5,2,36,1,3,3,1,4,0,16,2,2,3,5,5,4,81,28,1,0,9,2,2,0,1,2,1,4,3,1,5,173,1,0,458,250,1,1,1,3,188,160,0,0,0,2,1,3,1,2,5,6,1,1,67,1,2,179,3,3,2,10,0,0,0,0
2125,1100,677,5,2,61,1027,1,3,3,1,4,0,24,2,2,0,5,5,4,107,54,1,0,12,13,1,262,2,2,2,4,3,3,1,0,1,0,859,495,1,4,1,3,460,539,0,0,0,2,1,4,1,3,7,4,1,3,93,2,3,424,3,3,2,147,113,0,0,0
2126,704,715,0,5,66,1139,1,2,3,1,0,0,5,2,2,0,2,8,4,105,52,3,0,12,13,3,161,2,2,2,4,3,3,6,734,1,0,476,825,1,4,1,3,842,0,0,1,0,2,0,3,1,3,5,6,1,1,91,3,3,399,3,3,2,206,35,0,0,0
2127,530,419,5,5,126,1471,1,1,3,1,0,0,8,2,2,0,5,5,5,100,47,1,0,12,13,2,0,1,2,2,4,3,3,6,80,1,0,514,197,1,3,1,3,139,209,0,0,1,2,0,3,1,2,4,6,0,1,86,3,2,136,3,3,2,0,64,0,0,0
2128,1180,846,5,5,72,1338,1,3,3,1,4,0,19,4,2,0,5,9,4,108,56,3,0,5,5,1,320,3,2,2,5,3,4,6,745,1,0,452,819,1,4,1,3,818,498,0,1,0,2,1,4,1,4,8,6,1,3,94,3,4,561,3,3,2,13,174,0,0,65
2129,358,350,8,5,76,816,1,2,3,1,4,0,15,2,2,0,7,5,4,64,11,3,0,14,15,1,226,1,2,1,3,3,3,5,401,1,0,518,542,1,2,1,3,539,0,0,1,0,1,0,3,1,2,4,6,1,1,50,2,2,256,3,3,2,0,0,0,0,52
2130,830,483,0,5,66,1218,1,3,3,1,0,0,15,2,2,0,2,6,5,72,19,1,0,6,6,1,307,1,3,1,3,3,2,1,0,1,0,1045,909,1,3,1,3,929,0,0,0,0,2,0,3,1,2,6,6,1,1,58,3,2,239,3,3,2,0,130,0,0,0
2131,807,394,5,5,45,405,1,3,3,1,4,0,15,4,2,0,5,4,4,65,12,1,0,12,13,1,223,1,2,1,3,3,1,5,356,1,0,265,257,1,2,1,3,205,400,0,0,0,2,0,4,1,2,6,6,1,1,51,2,1,46,3,3,2,0,146,0,0,0
2132,74,101,10,5,26,764,1,3,3,1,4,0,7,2,2,2,6,4,4,78,25,1,0,6,6,2,0,1,2,2,4,3,3,6,608,1,0,0,257,1,1,0,3,194,0,0,1,0,1,0,2,1,2,2,6,0,6,100,0,0,0,0,0,2,0,0,0,0,0
2133,528,618,0,5,47,727,1,3,3,1,4,0,5,2,2,0,2,7,4,111,58,1,0,12,13,2,0,2,2,2,4,3,3,1,0,1,0,968,722,1,4,1,3,695,0,0,0,0,2,0,3,1,3,4,6,1,1,97,2,3,521,3,3,2,146,128,0,0,0
2134,579,348,4,5,54,1565,1,3,2,1,4,0,6,2,2,0,0,4,6,52,55,1,0,2,2,2,0,1,2,0,3,3,1,4,174,3,169,194,421,2,1,0,3,305,116,0,1,0,2,0,3,1,1,5,1,1,1,38,1,1,68,3,3,2,0,0,39,0,0
2135,1088,785,13,2,12,116,1,2,3,1,4,0,24,2,2,4,5,9,4,101,49,1,0,3,8,2,0,3,2,2,4,3,2,4,50,6,228,0,337,1,4,1,3,696,391,0,1,0,2,1,2,1,4,5,6,1,1,87,3,2,488,3,3,2,0,78,0,0,8
2136,473,240,4,5,35,1597,1,2,3,1,4,0,7,2,2,0,0,4,6,58,5,1,0,8,8,2,0,1,3,2,3,3,1,1,0,1,0,671,217,1,2,1,3,201,104,0,0,0,1,1,3,1,2,6,6,0,1,44,1,1,72,3,3,2,78,0,0,0,92
2137,169,146,3,6,26,171,1,3,2,1,4,1,3,2,2,0,1,5,6,32,0,1,0,8,8,2,0,1,2,0,3,3,1,1,0,1,0,781,356,1,4,1,3,330,0,0,0,0,1,0,3,1,2,4,6,0,5,16,1,1,2,2,3,2,0,0,51,0,0
2138,434,428,0,5,41,572,1,3,3,1,4,0,23,2,2,0,2,6,4,103,51,1,0,12,13,1,72,1,2,2,4,3,1,1,0,1,0,932,639,1,4,1,3,612,0,0,0,0,2,0,3,1,2,4,6,0,1,89,1,2,268,3,3,2,77,45,0,0,0
2139,347,408,0,5,18,967,1,3,3,1,1,0,26,2,2,0,2,6,6,88,35,1,0,9,9,2,0,1,2,1,4,3,1,5,105,4,19,769,580,1,3,1,3,528,0,0,0,1,2,0,3,1,3,4,6,0,1,74,1,2,259,3,3,2,184,0,0,0,0
2140,662,323,5,5,56,1063,1,3,3,1,4,0,17,6,2,0,5,4,4,72,19,4,0,14,6,1,205,1,2,1,3,3,1,3,317,4,101,0,187,1,4,1,3,129,329,0,0,0,2,1,4,1,2,5,5,0,1,58,3,2,198,3,3,2,161,0,0,0,0
2141,672,418,5,5,39,706,1,2,3,1,4,0,8,2,2,0,5,6,4,101,48,3,0,12,13,2,0,1,2,2,4,3,1,1,0,1,0,750,307,1,3,1,3,276,210,0,0,0,2,1,3,1,2,6,6,1,1,87,3,2,198,3,3,2,0,19,0,0,0
2142,68,340,11,6,13,146,1,3,3,1,4,0,5,2,2,4,2,5,4,107,54,1,0,12,13,1,124,2,2,2,4,3,2,6,452,1,0,138,243,1,4,1,3,183,0,0,1,0,1,0,1,1,3,1,6,1,1,93,2,2,161,3,3,2,96,0,0,0,0
2143,627,706,11,5,24,450,1,2,3,1,4,0,19,2,2,4,2,8,4,108,55,3,0,8,8,1,286,3,2,2,5,3,1,6,599,1,0,602,793,1,4,1,3,780,0,0,1,0,2,0,2,1,4,4,6,1,1,94,2,2,289,3,3,2,156,29,0,0,0
2144,564,200,8,5,46,461,1,3,3,1,4,0,15,2,2,0,7,4,4,63,10,3,0,3,6,2,0,1,2,1,3,3,1,5,455,1,0,340,428,1,3,1,3,725,0,0,0,0,2,0,4,1,2,5,2,0,2,49,1,1,150,3,3,2,0,0,0,0,0
2145,977,674,5,2,51,768,1,3,3,1,4,0,24,2,2,0,5,6,4,106,54,1,0,12,13,2,0,2,2,2,4,3,1,1,0,1,0,736,288,1,4,1,3,237,508,0,0,0,2,1,4,1,3,6,6,1,3,92,3,2,336,3,3,2,136,158,0,0,0
2146,231,290,0,5,51,535,1,3,3,1,4,0,15,2,2,0,2,5,6,67,14,3,0,6,6,3,202,1,2,1,4,3,1,3,554,1,0,246,442,1,4,1,3,401,0,0,1,0,1,0,3,1,2,4,6,0,1,53,2,2,237,3,4,2,0,0,0,0,0
2147,828,652,5,2,44,369,1,2,3,1,4,0,24,2,2,0,5,7,4,103,50,1,0,12,13,2,0,2,2,2,4,3,1,6,310,1,0,414,342,1,4,1,3,295,354,0,1,0,2,1,3,1,3,5,6,1,1,89,2,2,315,3,3,2,225,160,0,0,0
2148,1015,719,5,5,67,898,1,3,3,1,4,0,18,2,2,0,5,6,4,96,44,3,5,12,13,1,244,2,2,2,4,3,3,4,116,6,230,0,432,1,4,1,3,416,469,0,1,0,2,1,4,1,3,7,6,1,1,82,3,3,447,3,3,2,300,87,0,0,0
2149,304,173,4,6,32,812,1,3,3,1,4,0,20,2,2,0,0,5,6,48,0,1,0,12,13,2,0,1,2,1,2,3,1,3,172,1,0,385,180,1,2,1,3,213,16,0,0,0,1,1,3,1,2,3,6,0,5,34,1,1,131,2,3,2,0,0,0,0,0
2150,895,746,4,5,126,1569,1,2,3,1,0,0,6,2,2,0,0,6,8,44,56,1,0,12,13,1,242,2,3,1,3,3,1,4,197,1,0,382,201,1,4,1,3,440,313,0,0,1,1,1,3,1,3,6,6,2,1,29,1,2,170,3,3,2,0,105,83,0,0
2151,543,678,0,5,40,696,1,2,1,1,4,0,26,2,2,0,2,7,4,109,56,3,0,12,13,1,14,2,2,2,4,3,3,6,268,1,0,807,726,1,4,1,3,706,0,0,0,0,2,0,2,1,4,4,6,1,1,95,2,2,207,3,3,2,77,24,0,0,0
2152,5,2,1,5,36,494,1,3,3,1,4,0,7,1,2,0,2,1,2,28,5,1,0,8,8,2,0,1,2,0,3,3,1,1,0,1,0,419,49,1,2,0,1,13,0,0,0,0,1,0,1,1,2,1,6,0,5,12,1,1,21,2,2,0,0,0,50,0,0
2153,19,64,1,5,36,199,1,3,3,1,0,0,20,2,2,0,2,3,6,45,55,2,0,12,13,2,0,2,2,2,3,3,1,1,0,1,0,560,117,1,3,1,3,61,0,0,0,0,1,0,2,1,2,2,6,0,5,86,1,1,79,3,3,0,53,96,0,0,0
2154,381,200,4,6,26,607,1,3,3,1,4,0,3,2,2,0,0,4,4,51,51,1,0,13,14,2,0,1,2,1,3,3,1,4,192,6,7,237,117,1,2,1,3,383,9,0,1,0,1,0,2,1,2,4,5,0,5,37,1,1,31,3,3,2,0,0,0,0,0
2155,179,164,0,5,37,471,1,3,3,1,4,0,22,1,2,0,2,3,4,64,11,1,0,12,13,0,143,1,1,1,3,3,2,3,633,1,0,84,386,1,3,1,3,343,0,0,1,0,1,0,3,1,2,3,6,0,1,50,1,1,44,3,3,2,36,0,13,0,0
2156,251,352,0,5,42,1457,1,3,3,1,4,0,23,5,2,0,2,4,4,107,54,1,0,12,13,2,0,1,2,2,3,3,1,6,438,1,0,393,460,1,4,1,3,421,0,0,1,0,1,1,3,1,3,4,6,0,5,93,1,2,301,3,3,2,0,90,0,0,0
2157,730,508,0,5,46,717,1,3,3,1,4,0,5,2,2,0,2,5,4,106,53,1,0,12,13,1,82,2,2,2,4,3,3,6,196,1,0,927,847,1,4,1,3,863,0,0,1,0,2,0,3,1,3,5,6,0,1,92,2,2,273,3,3,2,146,14,0,0,0
2158,128,166,0,5,36,520,1,3,3,1,4,0,7,2,2,0,2,3,5,57,4,3,0,13,14,2,0,1,2,1,3,3,1,3,507,1,0,163,318,1,4,1,3,269,0,0,1,0,1,0,3,1,2,3,6,1,5,45,1,1,56,3,3,2,0,27,0,0,0
2159,678,153,4,5,27,1002,1,3,3,1,4,0,21,2,2,0,0,5,4,41,0,1,0,8,8,2,0,1,2,0,3,3,1,1,0,1,0,815,418,1,4,1,0,468,0,21,0,0,1,0,3,1,2,4,1,0,5,26,1,1,31,3,3,2,0,0,0,0,0
2160,962,646,5,5,26,1403,1,2,1,1,1,0,8,2,2,0,5,7,4,108,55,1,0,12,13,1,162,2,2,2,4,3,1,1,0,1,0,820,427,1,4,1,3,385,428,0,0,0,2,1,4,1,3,5,6,1,1,94,3,2,258,3,3,2,0,105,0,0,0
2161,682,493,0,5,126,1187,1,2,2,1,1,0,4,2,2,0,2,5,5,69,16,0,4,9,9,2,0,1,2,1,4,4,4,2,140,5,213,149,516,1,4,1,3,824,0,0,1,0,2,0,2,1,2,4,6,1,1,55,1,2,177,3,3,2,273,0,0,0,0
2162,570,567,0,5,66,1571,1,3,3,1,3,0,5,1,2,0,2,7,4,102,50,1,0,12,13,1,202,2,2,2,4,3,4,6,815,1,0,163,719,1,4,1,3,731,0,0,1,0,2,0,2,1,3,3,6,1,1,88,3,2,252,3,3,2,92,25,0,0,0
2163,130,169,0,5,37,846,1,2,3,1,4,0,15,2,2,0,2,4,4,74,21,1,0,6,8,2,0,1,2,1,3,3,1,4,255,2,101,197,320,1,2,1,3,271,0,0,0,0,1,0,3,1,2,3,6,0,5,70,1,1,56,3,3,2,0,0,0,0,0
2164,233,337,0,5,61,995,1,2,3,1,4,0,7,2,2,0,2,5,4,56,3,3,0,13,14,3,162,1,2,1,3,3,2,3,323,1,0,501,444,1,4,1,3,403,0,0,0,0,1,0,3,1,2,3,6,2,1,42,2,2,229,3,3,2,0,0,0,0,99
2165,706,721,0,5,79,1590,1,3,3,1,4,0,27,2,2,0,2,7,8,79,57,1,0,12,13,2,0,3,4,1,4,5,2,6,726,3,128,0,696,1,4,1,3,843,0,0,1,0,3,0,3,1,4,4,6,1,1,65,2,2,278,3,3,2,225,78,0,0,0
2166,338,249,6,5,29,337,1,3,3,1,4,0,6,2,2,0,5,6,7,24,40,2,0,13,14,2,0,1,2,0,3,2,2,1,0,1,0,506,84,1,4,1,3,45,159,0,0,0,1,0,3,1,2,4,6,1,5,9,1,1,20,2,3,2,0,100,0,0,66
2167,569,434,13,2,10,61,1,3,3,1,4,0,24,2,2,4,5,5,4,103,50,1,0,8,8,1,337,2,2,2,4,3,1,6,330,1,0,195,172,1,4,1,3,112,268,0,1,0,2,1,2,1,3,2,6,0,5,89,1,2,179,3,3,2,0,23,0,0,0
2168,1176,764,7,6,51,1438,1,3,3,1,4,0,20,0,3,0,4,9,8,8,50,1,0,13,14,2,0,3,4,0,3,3,1,1,0,1,0,885,558,1,3,1,3,736,531,0,0,0,3,1,3,1,3,7,6,1,5,77,1,2,507,4,3,2,66,234,0,0,0
2169,760,624,0,5,86,1556,1,3,3,1,4,0,27,2,2,0,2,6,4,84,31,1,0,3,3,2,0,2,2,1,4,3,2,2,47,1,0,1010,875,1,2,1,3,885,0,0,0,0,1,1,2,1,3,5,6,0,1,70,2,2,269,3,3,2,180,11,123,0,0
2170,462,326,0,5,46,634,1,3,3,1,4,0,15,2,2,0,2,4,4,58,5,1,0,0,0,2,0,1,2,1,3,3,1,3,73,2,159,600,666,1,3,1,0,639,0,0,0,1,1,0,3,1,3,4,6,0,1,44,1,1,108,3,3,2,225,0,0,0,0
2171,204,270,0,5,41,572,1,3,3,1,4,0,15,2,2,0,2,4,5,71,18,1,0,12,13,2,0,1,2,1,3,3,1,4,542,1,0,225,410,1,4,1,3,369,0,0,1,0,1,0,3,1,2,4,6,1,1,57,1,1,75,3,3,2,0,73,102,0,0
2172,721,358,0,5,126,1737,1,2,2,1,4,2,26,2,2,0,2,4,4,51,0,1,0,13,14,2,0,1,2,1,3,3,3,4,207,3,111,32,167,1,2,1,3,854,0,0,1,0,1,0,3,1,2,5,5,2,5,55,1,2,297,3,3,0,0,0,21,0,0
2173,885,502,4,5,126,1216,1,2,1,1,4,1,6,2,2,0,0,4,5,42,45,1,0,14,15,2,0,1,2,1,3,3,1,4,407,1,0,277,313,1,4,1,3,546,207,0,0,0,2,0,4,1,3,5,4,1,5,27,1,1,31,3,3,2,0,30,0,0,0
2174,633,437,0,5,24,1615,1,2,3,1,1,0,17,2,2,0,2,5,4,82,48,1,0,6,6,2,0,1,3,1,4,2,1,1,0,1,0,935,648,1,2,1,3,785,0,0,0,0,2,0,3,1,2,5,6,1,1,68,1,2,174,3,3,2,146,0,0,0,0
2175,257,258,0,5,56,651,1,3,3,1,0,0,22,1,2,0,2,4,5,66,13,1,0,12,13,2,0,1,2,2,3,3,1,3,443,1,0,395,465,1,2,1,3,427,0,0,1,0,1,0,3,1,2,3,6,0,5,52,1,2,215,3,3,2,0,68,0,0,0
